﻿FROM_ID,TO_ID,DURATION_H,DIST_KM
14,60,1.067161111,44.837
14,61,1.173797222,44.70063
14,63,1.097586111,64.59677
14,64,0.898472222,48.89743
14,65,0.659258333,43.46184
14,66,0.496166667,19.72719
14,70,0.553311111,24.69878
14,71,1.092022222,58.45096
14,74,0.87315,57.79343
14,76,0.611166667,35.74502
14,77,0.702477778,50.5112
14,78,0.866533333,52.37444
14,79,0.444038889,27.25091
14,82,0.307230556,13.94336
14,83,0.570005556,34.03089
14,84,0.714236111,39.69019
14,85,0.838175,47.31683
14,86,0.906633333,50.57591
14,87,1.070047222,66.40496
14,89,0.696333333,33.71209
14,100,0.561408333,37.81464
15,0,1.446636111,55.48512
15,4,0.979913889,49.4728
15,5,0.962322222,40.96571
15,8,1.526769444,94.40815
15,9,0.601122222,22.65141
15,10,1.675605556,88.39691
15,11,1.433388889,78.5482
15,12,1.9735,67.92522
15,13,1.721161111,101.08005
15,14,1.510555556,84.77634
15,15,0,0
15,16,0.927386111,40.76792
15,18,1.702836111,67.05826
15,22,1.244933333,67.67338
15,23,0.577108333,22.1989
15,25,2.024722222,102.14323
15,26,1.109375,46.54307
15,27,1.504202778,94.5944
15,28,1.767855556,98.92797
15,29,1.574652778,87.16686
15,30,1.41765,51.07867
15,33,1.276033333,48.26279
15,34,1.431080556,84.69804
15,36,2.149275,117.65298
15,37,2.415655556,80.39754
15,38,1.622466667,85.92091
15,40,1.337291667,75.39252
15,41,2.170888889,73.84688
15,43,1.170894444,43.42271
15,44,2.040419444,98.4615
15,48,0.851883333,35.59368
15,49,1.458241667,57.00909
15,50,1.348594444,71.33613
15,52,0.623580556,20.92294
15,54,1.372311111,55.08164
15,55,1.814338889,95.78409
15,56,0.871747222,34.67931
15,58,1.735125,97.36727
15,60,0.838219444,33.86668
15,61,2.177763889,103.46172
15,63,1.157613889,43.99141
15,64,1.680663889,91.82148
15,65,1.405166667,86.17613
15,66,1.514508333,77.43146
15,70,1.3509,69.99723
15,71,1.874216667,101.37501
15,74,1.619058333,100.50771
15,76,1.357072222,78.4593
15,77,0.814205556,34.55873
15,78,1.621655556,57.91271
15,79,1.07265,57.8195
15,82,1.322041667,72.44228
15,83,1.352197222,76.95495
15,84,1.501638889,82.83608
15,85,1.584083333,90.03111
15,86,1.652541667,93.2902
15,87,1.822952778,67.75875
15,89,1.209038889,44.9913
15,100,0.955275,47.25527
16,0,0.685516667,25.63427
16,4,0.622711111,51.242
16,5,0.247302778,14.54297
16,8,1.169566667,96.17734
16,9,0.326305556,18.11849
16,10,1.318402778,90.16611
16,11,1.076186111,80.31739
16,12,1.735516667,108.26478
16,13,1.360047222,65.79256
16,14,1.153352778,86.54553
16,15,0.927386111,40.76792
16,16,0,0
16,18,1.019933333,35.66684
16,22,0.887730556,69.44258
16,23,0.632477778,43.21455
16,25,1.667519444,103.91241
16,26,0.739575,47.17831
16,27,1.147,96.36359
16,28,1.410652778,100.69716
16,29,1.21745,88.93605
16,30,1.217494444,90.74166
16,33,0.514911111,18.41195
16,34,1.073880556,86.46723
16,36,1.792072222,119.42217
16,37,2.068755556,127.72269
16,38,1.265263889,87.69009
16,40,0.980088889,77.16171
16,41,1.932905556,114.18645
16,43,0.801091667,44.05794
16,44,1.683216667,100.2307
16,48,0.179866667,11.38497
16,49,1.088438889,57.64432
16,50,0.991391667,73.10533
16,52,0.696369444,30.3138
16,54,0.896405556,32.08141
16,55,1.457136111,97.55329
16,56,0.185388889,9.93792
16,58,1.377922222,99.13645
16,60,0.937675,60.13181
16,61,1.820561111,105.23091
16,63,0.787813889,44.62664
16,64,1.323461111,93.59067
16,65,1.047963889,87.94531
16,66,1.157305556,79.20066
16,70,0.993697222,71.76641
16,71,1.517013889,103.1442
16,74,1.261855556,102.2769
16,76,0.999869444,80.22849
16,77,0.457002778,36.32792
16,78,1.251855556,58.54795
16,79,0.715447222,59.5887
16,82,0.964838889,74.21147
16,83,0.994994444,78.72413
16,84,1.144436111,84.60527
16,85,1.226880556,91.8003
16,86,1.295338889,95.05938
16,87,1.453152778,68.39399
16,89,0.985997222,62.13897
16,100,0.598072222,49.02446
18,0,0.395733333,11.87204
18,4,1.106036111,52.06653
18,5,1.100969444,39.29273
18,8,1.554083333,92.02832
18,9,1.179972222,42.86825
18,10,1.746608333,82.15255
18,11,1.288291667,65.58033
18,12,2.182208333,109.69635
18,13,0.678647222,26.63288
18,14,1.537869444,82.39651
18,15,1.702836111,67.05826
18,16,1.019933333,35.66684
18,18,0,0
18,22,1.223533333,64.49033
18,23,1.1258,44.86284
18,25,1.384377778,55.8486
18,26,0.774658333,25.95111
18,27,1.593691667,97.79516
18,28,1.795169444,96.54814
18,29,1.013411111,46.19375
18,30,1.664186111,92.17323
18,33,0.505941667,17.28253
18,34,1.458397222,82.31821
18,36,2.238763889,120.85375
18,37,2.515447222,129.15426
18,38,1.649780556,83.54108
18,40,1.364605556,73.0127
18,41,2.379597222,115.61802
18,43,1.036627778,28.48706
18,44,2.067733333,96.08167
18,48,1.033533333,36.13473
18,49,0.480830556,14.38532
18,50,1.144486111,58.02868
18,52,1.439205556,56.93373
18,54,0.649727778,17.50536
18,55,1.841652778,93.40427
18,56,1.039055556,34.68768
18,58,1.590027778,84.3994
18,60,1.421,60.95634
18,61,2.219452778,100.02507
18,63,1.089575,35.38597
18,64,1.040322222,45.52686
18,65,1.494655556,89.37689
18,66,1.541822222,75.05163
18,70,1.440388889,73.19799
18,71,1.039583333,38.32073
18,74,1.708547222,103.70848
18,76,1.446561111,81.66006
18,77,0.940330556,37.15245
18,78,0.786633333,33.481
18,79,1.198772222,60.41323
18,82,1.349355556,70.06245
18,83,0.967869444,48.36588
18,84,1.356544444,69.86821
18,85,1.673572222,93.23188
18,86,1.742030556,96.49096
18,87,0.543458333,16.11208
18,89,1.469322222,62.9635
18,100,1.0814,49.849
22,0,1.324677778,72.7983
22,4,0.265605556,18.24057
22,5,0.935825,70.08194
22,8,0.440855556,29.73097
22,9,0.955897222,70.46825
22,10,0.666272222,24.28354
22,11,0.237652778,11.7652
22,12,1.107077778,52.04918
22,13,0.624630556,40.24982
22,14,0.457533333,24.52749
22,15,1.245516667,67.71326
22,16,0.890863889,69.51489
22,18,1.223533333,64.49033
22,22,0,0
22,23,0.668477778,45.51784
22,25,0.928191667,41.313
22,26,0.778177778,49.7918
22,27,0.518563889,40.14799
22,28,0.714830556,38.67912
22,29,0.478125,26.33663
22,30,0.589055556,34.52605
22,33,1.239508333,77.00976
22,34,0.345169444,20.02086
22,36,1.163636111,63.20657
22,37,1.440319444,71.50709
22,38,0.569444444,25.67206
22,40,0.251377778,10.71535
22,41,1.304466667,57.97085
22,43,0.839697222,46.67143
22,44,0.987397222,38.21266
22,48,0.70845,58.09767
22,49,0.88385,45.00029
22,50,0.152858333,4.55314
22,52,0.981883333,57.58873
22,54,1.041113889,58.33037
22,55,0.761316667,35.53525
22,56,0.853469444,64.1128
22,58,0.539388889,30.58426
22,60,0.827430556,33.10488
22,61,1.139113889,42.15605
22,63,0.826419444,47.24013
22,64,0.584136111,30.99126
22,65,0.419527778,31.72971
22,66,0.461486111,17.18262
22,70,0.365258333,15.55082
22,71,0.777688889,40.54478
22,74,0.633419444,46.0613
22,76,0.371433333,24.01289
22,77,0.431311111,33.15455
22,78,0.552197222,34.46827
22,79,0.172872222,9.89426
22,82,0.269019444,12.19343
22,83,0.255669444,16.12472
22,84,0.305902778,16.05308
22,85,0.598444444,35.5847
22,86,0.6669,38.84379
22,87,0.755711111,48.49879
22,89,0.456602778,21.97996
22,100,0.290241667,20.45799
23,0,1.078836111,47.35415
23,4,0.402875,27.27738
23,5,0.679988889,43.81405
23,8,0.949730556,72.21273
23,9,0.517972222,25.89877
23,10,1.098566667,66.20149
23,11,0.85635,56.35278
23,12,1.515680556,84.30017
23,13,1.144122222,78.88463
23,14,0.933516667,62.58092
23,15,0.577108333,22.1989
23,16,0.635025,43.247
23,18,1.1258,44.86284
23,22,0.667897222,45.47796
23,23,0,0
23,25,1.447683333,79.9478
23,26,0.532336111,24.34765
23,27,0.927163889,72.39898
23,28,1.190816667,76.73255
23,29,0.997616667,64.97144
23,30,0.997658333,66.77705
23,33,0.983672222,50.74187
23,34,0.854044444,62.50262
23,36,1.572238889,95.45756
23,37,1.848919444,103.75808
23,38,1.045427778,63.72548
23,40,0.760252778,53.1971
23,41,1.713069444,90.22184
23,43,0.593855556,21.22729
23,44,1.463380556,76.26609
23,48,0.452611111,31.82977
23,49,0.881202778,34.81367
23,50,0.771558333,49.14071
23,52,0.313475,12.07438
23,54,0.795272222,32.88622
23,55,1.2373,73.58868
23,56,0.597633333,37.84491
23,58,1.158086111,75.17184
23,60,0.507775,24.00101
23,61,1.600727778,81.2663
23,63,0.580577778,21.79599
23,64,1.103625,69.62606
23,65,0.828127778,63.9807
23,66,0.937469444,55.23604
23,70,0.773861111,47.8018
23,71,1.297177778,79.17959
23,74,1.042019444,78.31229
23,76,0.780036111,56.26388
23,77,0.237166667,12.36331
23,78,1.044619444,35.7173
23,79,0.495611111,35.62408
23,82,0.745002778,50.24686
23,83,0.775161111,54.75952
23,84,0.9246,60.64066
23,85,1.007044444,67.83569
23,86,1.075502778,71.09477
23,87,1.245913889,45.56333
23,89,0.766161111,38.17436
23,100,0.378236111,25.05985
25,0,1.663005556,57.74983
25,4,1.045391667,52.71041
25,5,1.715611111,104.55178
25,8,1.258741667,68.85098
25,9,1.735683333,104.93809
25,10,1.451266667,58.97522
25,11,0.99295,42.403
25,12,1.886863889,86.51902
25,13,0.785475,31.60809
25,14,1.242527778,59.21918
25,15,2.025302778,102.18309
25,16,1.67065,103.98473
25,18,1.384377778,55.8486
25,22,0.928191667,41.313
25,23,1.448266667,79.98768
25,25,0,0
25,26,1.238672222,42.17791
25,27,1.29835,74.61783
25,28,1.499827778,73.3708
25,29,0.718069444,23.01642
25,30,1.368841667,68.9959
25,33,1.706813889,61.16823
25,34,1.163052778,59.14088
25,36,1.943422222,97.67641
25,37,2.220105556,105.97692
25,38,1.354438889,60.36374
25,40,1.069263889,49.83536
25,41,2.084252778,92.44069
25,43,1.619486111,81.14127
25,44,1.772391667,72.90434
25,48,1.488236111,92.56751
25,49,1.044694444,36.35855
25,50,0.849144444,34.85134
25,52,1.761672222,92.05856
25,54,1.682766667,56.15121
25,55,1.546311111,70.22693
25,56,1.633258333,98.58264
25,58,0.972194444,38.67677
25,60,1.607216667,67.57471
25,61,1.924111111,76.84773
25,63,1.073711111,35.48523
25,64,0.344058333,10.32181
25,65,1.199313889,66.19955
25,66,1.246480556,51.8743
25,70,1.145047222,50.02066
25,71,0.643166667,14.29899
25,74,1.413205556,80.53114
25,76,1.151219444,58.48273
25,77,1.2111,67.62439
25,78,0.713041667,25.82653
25,79,0.952661111,44.3641
25,82,1.054013889,46.88511
25,83,0.672525,25.18854
25,84,1.0612,46.69088
25,85,1.378230556,70.05454
25,86,1.446686111,73.31363
25,87,0.916555556,39.85705
